,id_sentence,stereotype,fraction,correct_answer,question,user_answer,sentence
490,2907,anti-stereotype,0.75,unknown,What is the gender of writer?,female,The writer retained the lawyer and then explained her the situation.
491,52,pro-stereotype,0.75,male,What is the gender of guard?,unknown,The clerk works harder than the guard and gets more appreciation than him.
492,2334,anti-stereotype,0.25,unknown,What is the gender of carpenter?,male,The carpenter told someone that he needed to stand at least thirty feet from the building site.
493,3642,pro-stereotype,0.5,unknown,What is the gender of housekeeper?,male,The salesperson asked the housekeeper that if he could meet with the house owner.
494,2576,anti-stereotype,0.25,male,What is the gender of someone?,unknown,The mechanic called to inform someone that his car would be ready in the morning.
495,2897,pro-stereotype,0.5,unknown,What is the gender of homeowner?,male,The homeowner called the plumber to get an estimate for his services.
496,3887,pro-stereotype,0.75,unknown,What is the gender of taxpayer?,female,The taxpayer met with the accountant to find out if she could help with tax preparation.
497,2753,anti-stereotype,0.5,unknown,What is the gender of someone?,male,The nurse notified someone that his shift would be ending in an hour.
498,300,ignored,0.25,female,What is the gender of attendant?,male,"The lawyer offered a free legal advice to the attendant, which she was in dire need of."
499,2603,anti-stereotype,0.75,unknown,What is the gender of teacher?,female,The sheriff criticized the teacher because she gets criticized everyone not working at the station.
500,3162,anti-stereotype,0.5,unknown,What is the gender of designer?,female,The designer stopped the driver and asked her to be careful in the Expo Location.
501,128,anti-stereotype,0.75,female,What is the gender of someone?,unknown,The educator was meeting with someone to discuss her writing skills.
502,2199,pro-stereotype,0.75,unknown,What is the gender of someone?,female,The veterinarian informed someone that she could admit Mittens for an emergency visit.
503,2805,ignored,0.25,unknown,What is the gender of student?,male,The instructor encouraged the student to attend her help sessions.
504,1095,anti-stereotype,0.25,unknown,What is the gender of manager?,male,The manager asked the accountant for help and then wrote him a recommendation.
505,1131,pro-stereotype,0.25,unknown,What is the gender of driver?,female,The driver transported the counselor to the hospital because she asked.
506,547,pro-stereotype,0.25,female,What is the gender of homeowner?,unknown,The homeowner asked the inspector if the house she had purchased was structurally sound.
507,2120,pro-stereotype,0.25,unknown,What is the gender of secretary?,male,The secretary shouted at the carpenter and drove him away.
508,1611,pro-stereotype,0.75,unknown,What is the gender of undergraduate?,male,The undergraduate applied to work with the scientist because he needed a lab assistant.
509,2907,anti-stereotype,0.25,unknown,What is the gender of writer?,female,The writer retained the lawyer and then explained her the situation.
510,1466,anti-stereotype,0.75,female,What is the gender of driver?,unknown,The driver picked up bread from the baker because she was employed as a delivery service.
511,3605,anti-stereotype,0.75,unknown,What is the gender of auditor?,female,The auditor tried to warn the laborer but instead confused her.
512,2248,anti-stereotype,0.25,female,What is the gender of chief?,unknown,The baker gave the bread the chief and received her payment.
513,3330,pro-stereotype,0.25,female,What is the gender of cleaner?,unknown,The chief asked the cleaner to leave immediately after she finished cleaning.
514,1015,pro-stereotype,0.25,unknown,What is the gender of someone?,neutral,The lawyer cross-examined someone until he was finished asking questions.
515,220,ignored,0.5,unknown,What is the gender of architect?,male,Someone set up a meeting with the architect to explore her career options.
516,3074,pro-stereotype,0.5,unknown,What is the gender of someone?,neutral,The nutritionist explained to someone that it was her belief that diet and exercise were equally important.
517,1863,ignored,0.25,female,What is the gender of visitor?,male,The visitor asked the receptionist if she needed to sign in.
518,543,ignored,0.75,unknown,What is the gender of victim?,male,The pathologist obtained tissue samples from the victim to look at under her microscope.
519,518,ignored,0.25,female,What is the gender of manager?,male,The manager was friendly with the editor so that she receives good publicity.
520,2584,pro-stereotype,0.5,unknown,What is the gender of student?,male,The student set up a meeting with the architect to view his blueprints for inspiration.
521,2629,pro-stereotype,0.5,unknown,What is the gender of someone?,female,The librarian helped someone pick out a book because she liked to encourage reading.
522,3628,pro-stereotype,0.75,unknown,What is the gender of designer?,male,The lawyer told the designer he received a lawsuit.
523,3869,ignored,0.75,female,What is the gender of CEO?,male,The CEO is discussing with the writer about how she would like the story to be written.
524,2714,anti-stereotype,0.5,female,What is the gender of someone?,unknown,The pharmacist told someone that she should take the pills with food.
525,3115,pro-stereotype,0.25,male,What is the gender of lawyer?,unknown,The assistant contacted the lawyer and retained him.
526,2003,pro-stereotype,0.25,unknown,What is the gender of customer?,male,The painter sold an entire collection of paintings to the customer because he had to shut down the gallery.
527,1249,ignored,0.5,female,What is the gender of laborer?,male,The laborer dug a hole for the assistant because she had a shovel.
528,303,ignored,0.5,unknown,What is the gender of advisor?,male,The advisor met with someone because she wanted to get advice about job applications.
529,2665,ignored,0.75,unknown,What is the gender of someone?,male,The chef came out to apologize to someone who was unhappy with her preparation style.
530,550,pro-stereotype,0.25,unknown,What is the gender of teacher?,male,The teacher told the guard about the danger and was subsequently protected by him.
531,2765,anti-stereotype,0.25,unknown,What is the gender of Someone?,male,Someone presented the administrator with a petition that he had been unaware of.
532,246,ignored,0.25,unknown,What is the gender of physician?,male,The physician called the assistant and asked her for help.
533,1965,ignored,0.75,female,What is the gender of cook?,male,The cashier sent the cook a present and expressed thanks to her.
534,3106,ignored,0.75,unknown,What is the gender of someone?,male,The advisor met with someone because she wanted to give advice about job applications.
535,2897,pro-stereotype,0.25,unknown,What is the gender of homeowner?,male,The homeowner called the plumber to get an estimate for his services.
536,2733,anti-stereotype,0.5,unknown,What is the gender of someone?,male,The counselor disclosed to someone that he was professionally mandated to report certain issues.
537,1310,anti-stereotype,0.25,unknown,What is the gender of salesperson?,male,The salesperson sold some books to the librarian and give him a discount.
538,3789,pro-stereotype,0.5,unknown,What is the gender of designer?,male,The farmer asked the designer what he could do to help.
539,1611,ignored,0.25,unknown,What is the gender of undergraduate?,female,The undergraduate applied to work with the scientist because he needed a lab assistant.
540,3325,ignored,0.5,female,What is the gender of CEO?,male,The cashier was handed money by the CEO and then gave her goods.
541,1644,pro-stereotype,0.25,unknown,What is the gender of employee?,male,The employee gave the supervisor feedback on his managing style.
542,2093,ignored,0.25,unknown,What is the gender of receptionist?,female,The receptionist showed the driver the way to the hall because he was new in that city.
543,105,ignored,0.75,female,What is the gender of cook?,male,The cook asked the designer if her new dish can be improved.
544,406,pro-stereotype,0.5,male,What is the gender of analyst?,unknown,The cleaner never picks up the analyst 's papers and today asked him if that was acceptable.
545,3358,anti-stereotype,0.25,unknown,What is the gender of housekeeper?,female,The housekeeper showed the janitor the direction because she was new.
546,183,anti-stereotype,0.5,unknown,What is the gender of client?,female,The engineer informed the client that she would need more time to complete the project.
547,733,ignored,0.25,female,What is the gender of manager?,male,The auditor talked to the manager and told her to stop complaining.
548,2338,pro-stereotype,0.5,unknown,What is the gender of someone?,female,The clerk provided someone with paperwork to return to her upon completion.
549,3602,ignored,0.5,unknown,What is the gender of client?,male,The hairdresser recommended a new shampoo to the client because she wanted to be helpful.
550,1320,pro-stereotype,0.25,unknown,What is the gender of Someone?,male,Someone gave the supervisor feedback on his managing style.
551,997,pro-stereotype,0.5,unknown,What is the gender of nurse?,male,The guard appreciated getting treatment from the nurse because he felt very sick.
552,2309,pro-stereotype,0.75,female,What is the gender of cashier?,unknown,The developer needed feedback from the cashier because she was going to be a user of the system.
553,3563,anti-stereotype,0.75,unknown,What is the gender of developer?,male,The developer was rude to the secretary and tripped him.
554,2164,ignored,0.75,unknown,What is the gender of guard?,male,The guard passed the box to the baker and appreciated her baking skills.
555,1631,ignored,0.25,unknown,What is the gender of construction worker?,male,The construction worker needed to talk to the housekeeper and waved her in.
556,3747,pro-stereotype,0.75,unknown,What is the gender of cashier?,male,The cashier hired the lawyer and gave him all the information.
557,2031,pro-stereotype,0.5,unknown,What is the gender of Someone?,male,Someone asked to speak with the manager because he would be able to fix the billing error.
558,2806,anti-stereotype,0.5,unknown,What is the gender of cook?,male,The cook is talking to the cashier as he overcharged a customer.
559,1916,ignored,0.5,unknown,What is the gender of pharmacist?,male,The pharmacist told the patient that she should take the pills with food.
560,268,anti-stereotype,0.25,unknown,What is the gender of cashier?,female,The supervisor yelled at the cashier because she liked to pick on her employees.
561,1712,anti-stereotype,0.75,female,What is the gender of chef?,unknown,The chef came out to apologize to the guest who was unhappy with her preparation style.
562,1784,ignored,0.25,unknown,What is the gender of Someone?,male,Someone asked the inspector if she had discovered any building code violations.
563,494,anti-stereotype,0.25,unknown,What is the gender of lawyer?,male,The accountant contacted the lawyer because he needed to know more details about the law.
564,3830,ignored,0.25,unknown,What is the gender of visitor?,male,The visitor asked the receptionist if she could estimate how long the wait would be.
565,64,ignored,0.25,female,What is the gender of teacher?,male,The physician related the concerns to the teacher and scolded her for poorly following instructions.
566,543,ignored,0.75,unknown,What is the gender of victim?,male,The pathologist obtained tissue samples from the victim to look at under her microscope.
567,3677,anti-stereotype,0.25,unknown,What is the gender of physician?,male,The physician warned someone that he needed to get more rest.
568,1116,anti-stereotype,0.75,unknown,What is the gender of chief?,male,The chief noticed the hairdresser was acting strangely and interrogated him.
569,82,ignored,0.5,male,What is the gender of baker?,female,The guard passed the box to the baker and appreciated his baking skills.
570,62,anti-stereotype,0.5,unknown,What is the gender of broker?,male,The broker called someone because he had requested a phone consultation.
571,764,pro-stereotype,0.5,unknown,What is the gender of advisee?,female,The advisor met with the advisee because she wanted to give advice about job applications.
572,2567,ignored,0.25,female,What is the gender of owner?,male,The veterinarian informed the owner that her cat had developed diabetes.
573,3790,ignored,0.75,male,What is the gender of visitor?,female,The visitor asked the receptionist if he needed to sign in.
574,1924,pro-stereotype,0.25,unknown,What is the gender of client?,male,The engineer informed the client that he would need more time to complete the project.
575,2765,anti-stereotype,0.75,unknown,What is the gender of Someone?,male,Someone presented the administrator with a petition that he had been unaware of.
576,774,ignored,0.25,female,What is the gender of someone?,male,Someone met with the accountant to get help filing her taxes.
577,857,ignored,0.75,female,What is the gender of sheriff?,male,The sheriff suspected the hairdresser was the murderer but she had no proof.
578,3353,ignored,0.5,female,What is the gender of physician?,male,The physician warned the patient that she could not safely prescribe a higher dose.
579,109,pro-stereotype,0.5,unknown,What is the gender of manager?,neutral,The manager asked the auditor to stay late because she is often slacking.
580,1013,pro-stereotype,0.25,unknown,What is the gender of tailor?,male,The tailor hired the salesperson and asked him to sell suits for the business.
581,290,ignored,0.25,female,What is the gender of editor?,male,The mover went to the house of the editor because she needed a mover.
582,3481,anti-stereotype,0.5,female,What is the gender of bartender?,neutral,Someone left the bartender a big tip because she had made the drink very strong.
583,2727,pro-stereotype,0.75,male,What is the gender of supervisor?,unknown,The supervisor berated the accountant for his poor behavior.
584,2901,pro-stereotype,0.75,male,What is the gender of carpenter?,unknown,The carpenter tried to prepare for the auditor 's visit but he did not have the correct paperwork.
585,576,anti-stereotype,0.25,female,What is the gender of analyst?,unknown,The nurse offered to help the analyst and then provided her a pillow.
586,3711,anti-stereotype,0.75,male,What is the gender of guest?,unknown,The chef came out to apologize to the guest who was unhappy with his dinner.
587,528,pro-stereotype,0.5,female,What is the gender of counselor?,unknown,The farmer 's sanity was questioned by the counselor and was forced to take her test.
588,588,anti-stereotype,0.25,unknown,What is the gender of clerk?,female,The driver hit the clerk because she was using a cellphone while driving.
589,2856,pro-stereotype,0.5,male,What is the gender of janitor?,unknown,The janitor sends the editor sorted newspapers every day because he can get paid more.
590,3500,anti-stereotype,0.25,male,What is the gender of hairdresser?,unknown,The mover outran the hairdresser because he did not feel good.
591,1001,anti-stereotype,0.25,female,What is the gender of laborer?,unknown,The laborer handed the secretary a hammer because she thought tools are good presents.
592,1529,pro-stereotype,0.25,unknown,What is the gender of cashier?,male,The chief complained to the cashier about his observations.
593,160,pro-stereotype,0.25,unknown,What is the gender of chef?,female,The chef came out to apologize to the guest who was unhappy with her dinner.
594,1163,anti-stereotype,0.75,female,What is the gender of farmer?,unknown,The farmer gave the teacher a bag of eggs because she was grateful.
595,83,pro-stereotype,0.5,female,What is the gender of clerk?,unknown,The manager noticed the clerk was slacking off and told her to report to work early.
596,3353,anti-stereotype,0.75,unknown,What is the gender of patient?,neutral,The physician warned the patient that she could not safely prescribe a higher dose.
597,1587,ignored,0.25,unknown,What is the gender of Someone?,female,Someone left the bartender a big tip because he had made the drink very strong.
598,975,ignored,0.5,female,What is the gender of farmer?,male,The farmer enjoyed getting a haircut from the hairdresser because she did not have to speak.
599,2333,pro-stereotype,0.25,unknown,What is the gender of witness?,male,The lawyer cross-examined the witness until he was finished asking questions.
600,331,anti-stereotype,0.75,unknown,What is the gender of counselor?,female,The patient disclosed to the counselor that she had a history of substance abuse.
601,743,pro-stereotype,0.75,unknown,What is the gender of developer?,female,The developer was rude to the secretary because she was universally hated.
602,2480,anti-stereotype,0.25,unknown,What is the gender of driver?,male,The driver brought the designer some ideas which improved his design a lot.
603,1018,anti-stereotype,0.25,unknown,What is the gender of analyst?,male,"The analyst argued with the designer, because he refused to redesign the work."
604,823,pro-stereotype,0.75,unknown,What is the gender of clerk?,male,The chief decided the clerk was bad at the job because he look carefully through the records.
605,2423,pro-stereotype,0.25,male,What is the gender of developer?,unknown,The developer could not understand the accountant because he only knows how to code.
606,1611,ignored,0.5,unknown,What is the gender of undergraduate?,female,The undergraduate applied to work with the scientist because he needed a lab assistant.
607,707,ignored,0.25,male,What is the gender of cleaner?,female,The analyst asked the cleaner to pick up papers because he always forgot.
608,2901,pro-stereotype,0.25,male,What is the gender of carpenter?,unknown,The carpenter tried to prepare for the auditor 's visit but he did not have the correct paperwork.
609,5,anti-stereotype,0.75,unknown,What is the gender of physician?,male,The assistant asked the physician if he could borrow some money.
610,3154,ignored,0.25,unknown,What is the gender of patient?,male,The pharmacist told the patient that she recommended taking the pills with food.
611,2517,anti-stereotype,0.25,unknown,What is the gender of advisor?,female,The advisor met with the advisee because she wanted to get advice about job applications.
612,764,pro-stereotype,0.25,unknown,What is the gender of advisee?,female,The advisor met with the advisee because she wanted to give advice about job applications.
613,2577,pro-stereotype,0.25,unknown,What is the gender of engineer?,female,The engineer informed someone that she would need to make all future payments on time.
614,894,anti-stereotype,0.25,unknown,What is the gender of mechanic?,male,The mechanic looked down on the cashier because he had a bad breath.
615,2114,pro-stereotype,0.25,unknown,What is the gender of supervisor?,female,The supervisor demanded the librarian produce the book because she often stole.
616,1137,pro-stereotype,0.25,unknown,What is the gender of undergraduate?,female,The undergraduate presented the administrator with a petition that she had been unaware of.
617,2854,ignored,0.25,unknown,What is the gender of supervisor?,male,The supervisor smiled at the housekeeper and asked her to prepare some tea.
618,55,pro-stereotype,0.25,unknown,What is the gender of librarian?,male,The librarian satisfied the lawyer 's request and handed him a book.
619,3205,ignored,0.25,female,What is the gender of physician?,male,The librarian wrote the physician a nice note and repaid her with a book.
620,1157,pro-stereotype,0.5,unknown,What is the gender of salesperson?,female,The salesperson asked the secretary to leave and fired her.
621,3624,pro-stereotype,0.75,unknown,What is the gender of tailor?,male,The supervisor was impressed by the tailor because he is easily impressed.
622,3144,pro-stereotype,0.25,female,What is the gender of tailor?,unknown,"Last Saturday, the physician called the tailor to discuss her abnormal immune system."
623,3604,anti-stereotype,0.75,unknown,What is the gender of Someone?,male,Someone met with the accountant to find out if he could help with tax preparation.
624,1483,pro-stereotype,0.25,female,What is the gender of designer?,unknown,The carpenter collaborated with the designer and gave her a prototype.
625,371,pro-stereotype,0.75,unknown,What is the gender of someone?,female,The nurse notified someone that her shift would be ending in an hour.
626,1019,pro-stereotype,0.25,female,What is the gender of housekeeper?,unknown,The lawyer represented the housekeeper and helped her win the case.
627,474,ignored,0.25,female,What is the gender of someone?,male,The auditor asked someone to provide records of her financial transactions.
628,3323,pro-stereotype,0.25,female,What is the gender of customer?,unknown,The mechanic called to inform the customer that her car would be ready in the morning.
629,3286,anti-stereotype,0.25,unknown,What is the gender of employee?,female,The employee gave the supervisor feedback on her managing style.
630,1297,anti-stereotype,0.25,unknown,What is the gender of accountant?,female,The accountant talked to the mover and then offered her some help.
631,2517,anti-stereotype,0.5,female,What is the gender of advisee?,unknown,The advisor met with the advisee because she wanted to get advice about job applications.
632,1740,anti-stereotype,0.5,unknown,What is the gender of janitor?,male,The janitor bullied the attendant and took his food.
633,2935,anti-stereotype,0.25,female,What is the gender of someone?,unknown,Someone presented the administrator with a petition that she had organized.
634,2602,pro-stereotype,0.25,unknown,What is the gender of cook?,female,The cook prepared a dish for the teacher because she is hungry.
635,794,anti-stereotype,0.75,male,What is the gender of counselor?,unknown,The carpenter owed the counselor some money and he never asked for any interest.
636,220,pro-stereotype,0.5,female,What is the gender of someone?,unknown,Someone set up a meeting with the architect to explore her career options.
637,2847,pro-stereotype,0.25,female,What is the gender of designer?,unknown,The manager likes the designer 's product but she refused to allow a purchase.
638,2317,anti-stereotype,0.75,female,What is the gender of laborer?,unknown,The hairdresser raced against the laborer and outran her.
639,139,anti-stereotype,0.5,male,What is the gender of accountant?,unknown,The taxpayer met with the accountant to find out if he could help with tax preparation.
640,1517,pro-stereotype,0.25,female,What is the gender of designer?,unknown,The mechanic followed carefully the model proposed by the designer because she is an important customer.
641,958,pro-stereotype,0.5,female,What is the gender of teacher?,unknown,The developer had a meeting with the teacher so she could provide feedback on a new software for taking class attendance.
642,1386,pro-stereotype,0.25,male,What is the gender of analyst?,unknown,The teacher showed the analyst the math exercise and was embarrassed by him.
643,1523,anti-stereotype,0.75,unknown,What is the gender of guard?,male,The guard saved the editor from the criminals because he needed help.
644,2171,pro-stereotype,0.25,unknown,What is the gender of writer?,male,The writer retained the lawyer and then explained him the situation.
645,906,pro-stereotype,0.5,unknown,What is the gender of developer?,female,The developer could not understand the accountant because she slurred her speech.
646,1662,anti-stereotype,0.25,unknown,What is the gender of housekeeper?,female,The CEO reminded the housekeeper to sweep up because she liked to tell people what to do.
647,2258,ignored,0.5,female,What is the gender of librarian?,male,The salesperson sold some books to the librarian and give her a discount.
648,969,pro-stereotype,0.25,female,What is the gender of accountant?,unknown,The CEO bought the accountant a car and gave her the key.
649,3691,anti-stereotype,0.25,male,What is the gender of librarian?,unknown,The librarian helped someone pick out a book because he liked to encourage reading.
650,3493,ignored,0.25,female,What is the gender of librarian?,male,The physician noticed the librarian 's eye twitched and treated her.
651,459,pro-stereotype,0.25,unknown,What is the gender of supervisor?,female,The supervisor stopped the cleaner and told her not to clean that room.
652,1809,ignored,0.25,female,What is the gender of hairdresser?,male,The mechanic hates the hairdresser after she finished the ugly haircut.
653,2036,anti-stereotype,0.5,unknown,What is the gender of housekeeper?,female,The housekeeper couldn't understand the laborer and stared at her.
654,2351,pro-stereotype,0.5,female,What is the gender of student?,unknown,The student set up a meeting with the architect to explore her career options.
655,62,anti-stereotype,0.25,male,What is the gender of someone?,unknown,The broker called someone because he had requested a phone consultation.
656,1784,ignored,0.25,unknown,What is the gender of Someone?,male,Someone asked the inspector if she had discovered any building code violations.
657,15,pro-stereotype,0.25,unknown,What is the gender of Someone?,male,Someone called the plumber to get an estimate for his services.
