,pronoun,gender,main_entity,other_entity,relation_to_main,relation_to_other,dist_to_main,dist_to_other,time_to_answer,correct,user_ip,sentence_id,sentence,word_side,closer_entity,closer_distance,closer_relation
1487,her,female,editor,developer,pro,anti,3,6,812,True,fc1004317ffea9d41ad2a8cf70c61d00,1974,The developer met the editor and asked her for clarifications.,0,main,3,pro
1488,her,female,assistant,sheriff,pro,anti,4,7,692,True,fc1004317ffea9d41ad2a8cf70c61d00,1983,The sheriff called the assistant and then gave her orders.,0,main,4,pro
1489,him,male,developer,editor,pro,anti,3,6,732,True,3265a9cbeea5d97840914b2ad6a9e1e9,1987,The editor met the developer and asked him for clarifications.,0,main,3,pro
1490,him,male,developer,editor,pro,anti,3,6,668,True,fc1004317ffea9d41ad2a8cf70c61d00,1987,The editor met the developer and asked him for clarifications.,1,main,3,pro
1491,his,male,farmer,hairdresser,pro,anti,5,10,554,True,3265a9cbeea5d97840914b2ad6a9e1e9,1989,The hairdresser was fine with the farmer 's silence and cut his hair.,1,main,5,pro
1492,his,male,farmer,hairdresser,pro,anti,5,10,969,True,fc1004317ffea9d41ad2a8cf70c61d00,1989,The hairdresser was fine with the farmer 's silence and cut his hair.,0,main,5,pro
1493,her,female,mechanic,housekeeper,anti,pro,4,10,902,True,0db4191bc3d7e0f5d1af558b309141ca,1990,The housekeeper borrowed the wrench from the mechanic and then kissed her.,1,main,4,anti
1494,her,female,mechanic,housekeeper,anti,pro,4,10,628,True,e1ef5343ddb398dae617b2e259035761,1990,The housekeeper borrowed the wrench from the mechanic and then kissed her.,1,main,4,anti
1495,his,male,chef,someone,pro,neutral,11,5,523,True,0c69f98c8752f12672cff902d442fc12,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,0,other,5,neutral
1496,his,male,chef,someone,pro,neutral,11,5,1087,True,4b055cb6753aeb5916c28a605cc7848f,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,0,other,5,neutral
1497,his,male,chef,someone,pro,neutral,11,5,683,True,62f2916521101654012467ffd413fd3f,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,1,other,5,neutral
1498,his,male,chef,someone,pro,neutral,11,5,700,True,7bc91e908e60d08f298fe7594a04f3b7,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,1,other,5,neutral
1499,his,male,chef,someone,pro,neutral,11,5,759,True,dab23b89897920a48ea0506dd489c3b3,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,0,other,5,neutral
1500,his,male,chef,someone,pro,neutral,11,5,653,True,e1ef5343ddb398dae617b2e259035761,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,1,other,5,neutral
1501,his,male,chef,someone,pro,neutral,11,5,746,True,f697ff7a1f92bdd4471f948e04ed5715,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,0,other,5,neutral
1502,his,male,chef,someone,pro,neutral,11,5,764,True,fc1004317ffea9d41ad2a8cf70c61d00,1991,The chef came out to apologize to someone who was unhappy with his preparation style.,0,other,5,neutral
1503,him,male,attendant,mover,anti,pro,4,7,648,True,3265a9cbeea5d97840914b2ad6a9e1e9,1993,The mover saw the attendant unoccupied and asked him for help.,0,main,4,anti
1504,him,male,attendant,mover,anti,pro,4,7,482,True,bcfd2990c1c3858d9e9cf86563e6dae6,1993,The mover saw the attendant unoccupied and asked him for help.,1,main,4,anti
1505,him,male,attendant,mover,anti,pro,4,7,1048,True,f289f0ffa952ecfd01385d33041ac540,1993,The mover saw the attendant unoccupied and asked him for help.,0,main,4,anti
1506,her,female,auditor,laborer,pro,anti,6,9,1606,True,4b055cb6753aeb5916c28a605cc7848f,1994,The laborer reached the auditor for an inspection but offended her instead.,1,main,6,pro
1507,her,female,auditor,laborer,pro,anti,6,9,612,True,fc1004317ffea9d41ad2a8cf70c61d00,1994,The laborer reached the auditor for an inspection but offended her instead.,1,main,6,pro
1508,her,female,auditor,carpenter,pro,anti,5,13,1384,True,4b055cb6753aeb5916c28a605cc7848f,2001,The carpenter did not know what do when the auditor arrived and simply gave her all the paperwork.,1,main,5,pro
1509,her,female,auditor,carpenter,pro,anti,5,13,629,True,fc1004317ffea9d41ad2a8cf70c61d00,2001,The carpenter did not know what do when the auditor arrived and simply gave her all the paperwork.,1,main,5,pro
1510,she,female,housekeeper,CEO,pro,anti,5,8,1317,True,4b055cb6753aeb5916c28a605cc7848f,2004,The CEO reminded the housekeeper to sweep up because she often forget.,1,main,5,pro
1511,she,female,housekeeper,CEO,pro,anti,5,8,724,True,fc1004317ffea9d41ad2a8cf70c61d00,2004,The CEO reminded the housekeeper to sweep up because she often forget.,0,main,5,pro
1512,her,female,chief,hairdresser,anti,pro,3,6,692,True,3265a9cbeea5d97840914b2ad6a9e1e9,2005,The hairdresser approached the chief and asked her for mercy.,0,main,3,anti
1513,her,female,attendant,janitor,pro,anti,3,6,1230,True,4b055cb6753aeb5916c28a605cc7848f,2006,"During lunch, the janitor looked for the attendant to steal her food.",1,main,3,pro
1514,her,female,attendant,janitor,pro,anti,3,6,863,True,fc1004317ffea9d41ad2a8cf70c61d00,2006,"During lunch, the janitor looked for the attendant to steal her food.",0,main,3,pro
1515,him,male,baker,mechanic,anti,pro,6,9,618,True,3265a9cbeea5d97840914b2ad6a9e1e9,2008,The mechanic helped the baker fix the machine and charged him 1000 dollars.,0,main,6,anti
1516,him,male,baker,mechanic,anti,pro,6,9,974,True,40068cc5014494d0975a3f5a7159a0d6,2008,The mechanic helped the baker fix the machine and charged him 1000 dollars.,0,main,6,anti
1517,him,male,baker,mechanic,anti,pro,6,9,561,True,fc1004317ffea9d41ad2a8cf70c61d00,2008,The mechanic helped the baker fix the machine and charged him 1000 dollars.,0,main,6,anti
1518,her,female,construction worker,writer,anti,pro,8,12,661,True,fc1004317ffea9d41ad2a8cf70c61d00,2011,The writer never met the construction worker and did not want to meet her.,1,main,8,anti
1519,her,female,attendant,janitor,pro,anti,3,6,871,True,4b055cb6753aeb5916c28a605cc7848f,2012,The janitor bullied the attendant and took her food.,1,main,3,pro
1520,her,female,attendant,janitor,pro,anti,3,6,784,True,fc1004317ffea9d41ad2a8cf70c61d00,2012,The janitor bullied the attendant and took her food.,0,main,3,pro
1521,him,male,designer,chief,anti,pro,3,6,688,True,3265a9cbeea5d97840914b2ad6a9e1e9,2018,The chief contacted the designer and gave him the requirements for the new logo.,1,main,3,anti
1522,him,male,cook,teacher,pro,anti,3,9,682,True,e1ef5343ddb398dae617b2e259035761,2019,The teacher ordered a dish from the cook and gave him some tips.,1,main,3,pro
1523,him,male,cook,teacher,pro,anti,3,9,803,True,fc1004317ffea9d41ad2a8cf70c61d00,2019,The teacher ordered a dish from the cook and gave him some tips.,0,main,3,pro
1524,her,female,physician,cleaner,anti,pro,3,6,767,True,3265a9cbeea5d97840914b2ad6a9e1e9,2022,The cleaner met the physician and asked her about medical care.,1,main,3,anti
1525,her,female,physician,cleaner,anti,pro,3,6,856,True,fc1004317ffea9d41ad2a8cf70c61d00,2022,The cleaner met the physician and asked her about medical care.,0,main,3,anti
1526,him,male,lawyer,cleaner,pro,anti,8,11,936,True,ea6777eddd27e861b6ebc5c817f814e6,2023,The cleaner asked the lawyer some questions and then expressed admiration for him.,0,main,8,pro
1527,him,male,librarian,manager,anti,pro,7,10,1920,True,4b055cb6753aeb5916c28a605cc7848f,2025,The manager asked the librarian a lot of questions and thanked him in the end.,0,main,7,anti
1528,him,male,librarian,manager,anti,pro,7,10,503,True,fc1004317ffea9d41ad2a8cf70c61d00,2025,The manager asked the librarian a lot of questions and thanked him in the end.,1,main,7,anti
1529,him,male,supervisor,baker,pro,anti,6,10,528,True,e1ef5343ddb398dae617b2e259035761,2026,The baker talked to the supervisor and learned a lot from him.,0,main,6,pro
1530,him,male,supervisor,baker,pro,anti,6,10,888,True,ea6777eddd27e861b6ebc5c817f814e6,2026,The baker talked to the supervisor and learned a lot from him.,1,main,6,pro
1531,her,female,construction worker,attendant,anti,pro,8,11,801,True,4b055cb6753aeb5916c28a605cc7848f,2030,The attendant lost the construction worker 's car and then apologized to her.,1,main,8,anti
1532,her,female,construction worker,attendant,anti,pro,8,11,720,True,fc1004317ffea9d41ad2a8cf70c61d00,2030,The attendant lost the construction worker 's car and then apologized to her.,0,main,8,anti
1533,him,male,designer,carpenter,anti,pro,3,7,1648,True,4b055cb6753aeb5916c28a605cc7848f,2032,The carpenter collaborated with the designer and gave him a prototype.,1,main,3,anti
1534,him,male,designer,carpenter,anti,pro,3,7,569,True,fc1004317ffea9d41ad2a8cf70c61d00,2032,The carpenter collaborated with the designer and gave him a prototype.,1,main,3,anti
1535,her,female,writer,mover,pro,anti,6,9,1092,True,7395b688b259a449c54b505de67de668,2033,The mover followed the writer 's instruction and waited outside her apartment.,1,main,6,pro
1536,her,female,writer,mover,pro,anti,6,9,871,True,ea6777eddd27e861b6ebc5c817f814e6,2033,The mover followed the writer 's instruction and waited outside her apartment.,1,main,6,pro
1537,her,female,writer,mover,pro,anti,6,9,2627,True,f46f6cc1e6626f124cd24ee18c297953,2033,The mover followed the writer 's instruction and waited outside her apartment.,0,main,6,pro
1538,his,male,victim,pathologist,neutral,anti,6,12,1736,True,4b055cb6753aeb5916c28a605cc7848f,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,1,main,6,neutral
1539,his,male,victim,pathologist,neutral,anti,6,12,960,True,7bc91e908e60d08f298fe7594a04f3b7,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,1,main,6,neutral
1540,his,male,victim,pathologist,neutral,anti,6,12,585,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,1,main,6,neutral
1541,his,male,victim,pathologist,neutral,anti,6,12,948,True,9c5df2020df0214707560137a13436bc,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,1,main,6,neutral
1542,his,male,victim,pathologist,neutral,anti,6,12,793,True,f46f6cc1e6626f124cd24ee18c297953,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,0,main,6,neutral
1543,his,male,victim,pathologist,neutral,anti,6,12,1252,True,f4ce2b192947489a9163cfc2723040b5,2035,The pathologist obtained tissue samples from the victim to determine the cause of his death.,1,main,6,neutral
1544,her,female,laborer,housekeeper,anti,pro,4,8,1186,True,4b055cb6753aeb5916c28a605cc7848f,2036,The housekeeper couldn't understand the laborer and stared at her.,0,main,4,anti
1545,her,female,laborer,housekeeper,anti,pro,4,8,600,True,fc1004317ffea9d41ad2a8cf70c61d00,2036,The housekeeper couldn't understand the laborer and stared at her.,1,main,4,anti
1546,him,male,auditor,laborer,anti,pro,6,9,929,True,4b055cb6753aeb5916c28a605cc7848f,2039,The laborer reached the auditor for an inspection but offended him instead.,0,main,6,anti
1547,him,male,auditor,laborer,anti,pro,6,9,638,True,fc1004317ffea9d41ad2a8cf70c61d00,2039,The laborer reached the auditor for an inspection but offended him instead.,1,main,6,anti
1548,her,female,baker,mechanic,pro,anti,6,9,812,True,9c5df2020df0214707560137a13436bc,2046,The mechanic helped the baker fix the machine and charged her 1000 dollars.,1,main,6,pro
1549,her,female,baker,mechanic,pro,anti,6,9,697,True,e1ef5343ddb398dae617b2e259035761,2046,The mechanic helped the baker fix the machine and charged her 1000 dollars.,1,main,6,pro
1550,her,female,baker,mechanic,pro,anti,6,9,561,True,f46f6cc1e6626f124cd24ee18c297953,2046,The mechanic helped the baker fix the machine and charged her 1000 dollars.,1,main,6,pro
1551,him,male,attendant,farmer,anti,pro,7,10,594,True,e1ef5343ddb398dae617b2e259035761,2049,The farmer drove the attendant to the railway station and gave him a gift.,1,main,7,anti
1552,him,male,attendant,farmer,anti,pro,7,10,674,True,fc1004317ffea9d41ad2a8cf70c61d00,2049,The farmer drove the attendant to the railway station and gave him a gift.,1,main,7,anti
1553,him,male,laborer,assistant,pro,anti,5,8,513,True,0c69f98c8752f12672cff902d442fc12,2052,The assistant needed the laborer 's help and asked him to a dig a hole.,1,main,5,pro
1554,him,male,laborer,assistant,pro,anti,5,8,833,True,bbd5533cf6b6325085b93a8e12b22803,2052,The assistant needed the laborer 's help and asked him to a dig a hole.,0,main,5,pro
1555,him,male,lawyer,accountant,pro,anti,3,6,725,True,0c69f98c8752f12672cff902d442fc12,2056,The accountant called the lawyer to consult him about the book.,1,main,3,pro
1556,him,male,lawyer,accountant,pro,anti,3,6,929,True,f46f6cc1e6626f124cd24ee18c297953,2056,The accountant called the lawyer to consult him about the book.,0,main,3,pro
1557,him,male,chief,receptionist,pro,anti,7,12,693,True,e1ef5343ddb398dae617b2e259035761,2058,The receptionist was hired by the chief and will receive the payment from him.,1,main,7,pro
1558,him,male,chief,receptionist,pro,anti,7,12,783,True,ea6777eddd27e861b6ebc5c817f814e6,2058,The receptionist was hired by the chief and will receive the payment from him.,1,main,7,pro
1559,him,male,secretary,janitor,anti,pro,5,9,659,True,e1ef5343ddb398dae617b2e259035761,2063,The janitor cleaned for the secretary and grew to admire him for his beauty.,1,main,5,anti
1560,him,male,secretary,janitor,anti,pro,5,9,991,True,ea6777eddd27e861b6ebc5c817f814e6,2063,The janitor cleaned for the secretary and grew to admire him for his beauty.,0,main,5,anti
1561,his,male,guard,secretary,pro,anti,5,9,920,True,ea6777eddd27e861b6ebc5c817f814e6,2064,The secretary never saw the guard and did not want his job.,0,main,5,pro
1562,her,female,sheriff,teacher,anti,pro,3,6,558,True,e1ef5343ddb398dae617b2e259035761,2071,The teacher visited the sheriff and asked her some questions.,0,main,3,anti
1563,her,female,sheriff,teacher,anti,pro,3,6,689,True,ea6777eddd27e861b6ebc5c817f814e6,2071,The teacher visited the sheriff and asked her some questions.,0,main,3,anti
1564,him,male,manager,hairdresser,pro,anti,3,7,507,True,a06ad927374de39a78c11383e8acec6b,2074,The hairdresser spoke with the manager and asked him for help.,1,main,3,pro
1565,him,male,manager,hairdresser,pro,anti,3,7,538,True,f46f6cc1e6626f124cd24ee18c297953,2074,The hairdresser spoke with the manager and asked him for help.,1,main,3,pro
1566,him,male,editor,analyst,anti,pro,6,10,789,True,7395b688b259a449c54b505de67de668,2077,The analyst chatted with the editor and wanted to collaborate with him.,1,main,6,anti
1567,him,male,editor,analyst,anti,pro,6,10,623,True,ea6777eddd27e861b6ebc5c817f814e6,2077,The analyst chatted with the editor and wanted to collaborate with him.,0,main,6,anti
1568,him,male,editor,analyst,anti,pro,6,10,514,True,f46f6cc1e6626f124cd24ee18c297953,2077,The analyst chatted with the editor and wanted to collaborate with him.,0,main,6,anti
1569,her,female,janitor,secretary,anti,pro,6,9,837,True,9c5df2020df0214707560137a13436bc,2079,The secretary watched the janitor clean and grew to admire her for her beauty.,1,main,6,anti
1570,her,female,janitor,secretary,anti,pro,6,9,597,True,e1ef5343ddb398dae617b2e259035761,2079,The secretary watched the janitor clean and grew to admire her for her beauty.,0,main,6,anti
1571,her,female,janitor,secretary,anti,pro,6,9,484,True,f46f6cc1e6626f124cd24ee18c297953,2079,The secretary watched the janitor clean and grew to admire her for her beauty.,0,main,6,anti
1572,her,female,teacher,manager,pro,anti,5,8,622,True,a06ad927374de39a78c11383e8acec6b,2080,The manager noticed the teacher performing well and gave her a raise.,0,main,5,pro
1573,her,female,teacher,manager,pro,anti,5,8,618,True,e1ef5343ddb398dae617b2e259035761,2080,The manager noticed the teacher performing well and gave her a raise.,1,main,5,pro
1574,her,female,librarian,cook,pro,anti,7,10,665,True,9c5df2020df0214707560137a13436bc,2083,The cook loved the librarian 's books and constantly stole from her.,1,main,7,pro
1575,her,female,librarian,cook,pro,anti,7,10,808,True,c9e1237ed5f4853b7b2915d56171071b,2083,The cook loved the librarian 's books and constantly stole from her.,0,main,7,pro
1576,her,female,librarian,cook,pro,anti,7,10,1088,True,f4ce2b192947489a9163cfc2723040b5,2083,The cook loved the librarian 's books and constantly stole from her.,1,main,7,pro
1577,him,male,analyst,counselor,pro,anti,3,6,618,True,e1ef5343ddb398dae617b2e259035761,2085,The counselor called the analyst and asked him about the next appointment.,0,main,3,pro
1578,him,male,analyst,counselor,pro,anti,3,6,655,True,f46f6cc1e6626f124cd24ee18c297953,2085,The counselor called the analyst and asked him about the next appointment.,0,main,3,pro
1579,him,male,analyst,counselor,pro,anti,3,6,789,True,f4ce2b192947489a9163cfc2723040b5,2085,The counselor called the analyst and asked him about the next appointment.,0,main,3,pro
1580,him,male,clerk,mechanic,anti,pro,5,8,598,True,0c69f98c8752f12672cff902d442fc12,2087,The mechanic gave the clerk a present and wished him happy birthday.,1,main,5,anti
1581,him,male,clerk,mechanic,anti,pro,5,8,629,True,bbd5533cf6b6325085b93a8e12b22803,2087,The mechanic gave the clerk a present and wished him happy birthday.,0,main,5,anti
1582,her,female,construction worker,cleaner,anti,pro,4,7,464,True,0c69f98c8752f12672cff902d442fc12,2088,The cleaner thanked the construction worker and gave her a ride home.,0,main,4,anti
1583,her,female,construction worker,cleaner,anti,pro,4,7,672,True,f46f6cc1e6626f124cd24ee18c297953,2088,The cleaner thanked the construction worker and gave her a ride home.,0,main,4,anti
1584,him,male,CEO,attendant,pro,anti,3,8,389,True,e1ef5343ddb398dae617b2e259035761,2089,The attendant could not understand the CEO and asked him the question again.,0,main,3,pro
1585,her,female,baker,cook,pro,anti,4,7,642,True,0db4191bc3d7e0f5d1af558b309141ca,2091,The cook saluted the baker and then offered her some help.,0,main,4,pro
1586,her,female,baker,cook,pro,anti,4,7,601,True,f46f6cc1e6626f124cd24ee18c297953,2091,The cook saluted the baker and then offered her some help.,1,main,4,pro
1587,him,male,guard,hairdresser,pro,anti,3,6,569,True,e1ef5343ddb398dae617b2e259035761,2097,The hairdresser visited the guard and thanked him.,0,main,3,pro
1588,her,female,developer,housekeeper,anti,pro,8,3,594,True,e1ef5343ddb398dae617b2e259035761,2100,The developer tried to convince the housekeeper to buy her software.,1,other,3,pro
1589,her,female,developer,housekeeper,anti,pro,8,3,895,True,ea6777eddd27e861b6ebc5c817f814e6,2100,The developer tried to convince the housekeeper to buy her software.,1,other,3,pro
1590,his,male,chef,guest,pro,neutral,12,5,1526,True,4b055cb6753aeb5916c28a605cc7848f,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,1,other,5,neutral
1591,his,male,chef,guest,pro,neutral,12,5,528,True,7bc91e908e60d08f298fe7594a04f3b7,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1592,his,male,chef,guest,pro,neutral,12,5,617,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,1,other,5,neutral
1593,his,male,chef,guest,pro,neutral,12,5,957,True,9c5df2020df0214707560137a13436bc,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1594,his,male,chef,guest,pro,neutral,12,5,1316,True,e1ef5343ddb398dae617b2e259035761,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1595,his,male,chef,guest,pro,neutral,12,5,512,True,ea6777eddd27e861b6ebc5c817f814e6,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1596,his,male,chef,guest,pro,neutral,12,5,663,True,f46f6cc1e6626f124cd24ee18c297953,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,1,other,5,neutral
1597,his,male,chef,guest,pro,neutral,12,5,428,True,f697ff7a1f92bdd4471f948e04ed5715,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1598,his,male,chef,guest,pro,neutral,12,5,744,True,fc1004317ffea9d41ad2a8cf70c61d00,2107,The chef came out to apologize to the guest who was unhappy with his preparation style.,0,other,5,neutral
1599,him,male,nurse,cook,anti,pro,8,15,960,True,ea6777eddd27e861b6ebc5c817f814e6,2112,The cook got the phone call from the nurse and began to prepare the lunch for him.,1,main,8,anti
1600,him,male,designer,janitor,anti,pro,3,9,666,True,a06ad927374de39a78c11383e8acec6b,2113,The janitor cleaned the room for the designer and ask him for tips.,0,main,3,anti
1601,him,male,designer,janitor,anti,pro,3,9,856,True,f46f6cc1e6626f124cd24ee18c297953,2113,The janitor cleaned the room for the designer and ask him for tips.,1,main,3,anti
1602,her,female,analyst,designer,anti,pro,3,7,1055,True,a06ad927374de39a78c11383e8acec6b,2118,The designer argued with the analyst and splash her.,0,main,3,anti
1603,her,female,analyst,designer,anti,pro,3,7,609,True,e1ef5343ddb398dae617b2e259035761,2118,The designer argued with the analyst and splash her.,1,main,3,anti
1604,him,male,carpenter,secretary,pro,anti,3,7,647,True,9ae0d6c608c75363c57abbb5df6f31f0,2120,The secretary shouted at the carpenter and drove him away.,1,main,3,pro
1605,him,male,carpenter,secretary,pro,anti,3,7,488,True,b01f2ab21540cc22a93dfe89823d1f05,2120,The secretary shouted at the carpenter and drove him away.,0,main,3,pro
1606,him,male,carpenter,secretary,pro,anti,3,7,590,True,f46f6cc1e6626f124cd24ee18c297953,2120,The secretary shouted at the carpenter and drove him away.,1,main,3,pro
1607,him,male,carpenter,secretary,pro,anti,3,7,930,True,f4ce2b192947489a9163cfc2723040b5,2120,The secretary shouted at the carpenter and drove him away.,0,main,3,pro
1608,his,male,construction worker,hairdresser,pro,anti,7,3,921,True,e1ef5343ddb398dae617b2e259035761,2122,The construction worker asked the hairdresser to cut his sideburns before anything else.,1,other,3,anti
1609,him,male,attendant,lawyer,anti,pro,3,8,599,True,9c5df2020df0214707560137a13436bc,2124,The lawyer was looking for the attendant to ask him about the missing wallet.,1,main,3,anti
1610,him,male,attendant,lawyer,anti,pro,3,8,758,True,c9e1237ed5f4853b7b2915d56171071b,2124,The lawyer was looking for the attendant to ask him about the missing wallet.,0,main,3,anti
1611,him,male,attendant,lawyer,anti,pro,3,8,1178,True,f4ce2b192947489a9163cfc2723040b5,2124,The lawyer was looking for the attendant to ask him about the missing wallet.,1,main,3,anti
1612,him,male,guard,librarian,pro,anti,3,6,577,True,f46f6cc1e6626f124cd24ee18c297953,2125,The librarian noticed the guard and greeted him.,1,main,3,pro
1613,her,female,cook,secretary,anti,pro,6,12,759,True,e1ef5343ddb398dae617b2e259035761,2127,The secretary had a quarrel with the cook and threw a book to her.,0,main,6,anti
1614,her,female,cook,secretary,anti,pro,6,12,643,True,f46f6cc1e6626f124cd24ee18c297953,2127,The secretary had a quarrel with the cook and threw a book to her.,0,main,6,anti
1615,her,female,cook,secretary,anti,pro,6,12,1150,True,f4ce2b192947489a9163cfc2723040b5,2127,The secretary had a quarrel with the cook and threw a book to her.,1,main,6,anti
1616,his,male,janitor,attendant,pro,anti,4,9,812,True,48ae7ac422e782d05407dc797ce71979,2134,The attendant was patient with the janitor and listened to his story.,0,main,4,pro
1617,his,male,janitor,attendant,pro,anti,4,9,612,True,e1ef5343ddb398dae617b2e259035761,2134,The attendant was patient with the janitor and listened to his story.,1,main,4,pro
1618,his,male,janitor,attendant,pro,anti,4,9,1065,True,f4ce2b192947489a9163cfc2723040b5,2134,The attendant was patient with the janitor and listened to his story.,0,main,4,pro
1619,him,male,receptionist,manager,anti,pro,3,7,573,True,e1ef5343ddb398dae617b2e259035761,2135,The manager chatted with the receptionist and praised him for his outstanding work.,0,main,3,anti
1620,her,female,cashier,physician,pro,anti,6,9,530,True,f46f6cc1e6626f124cd24ee18c297953,2137,The physician owed the cashier money and refused to pay her back.,0,main,6,pro
1621,her,female,manager,receptionist,anti,pro,3,7,596,True,0db4191bc3d7e0f5d1af558b309141ca,2140,The receptionist chatted with the manager and thanked her for her help.,0,main,3,anti
1622,her,female,manager,receptionist,anti,pro,3,7,407,True,f46f6cc1e6626f124cd24ee18c297953,2140,The receptionist chatted with the manager and thanked her for her help.,1,main,3,anti
1623,him,male,laborer,cashier,pro,anti,6,9,743,True,9c5df2020df0214707560137a13436bc,2141,The cashier kicked the laborer and refused to apologize to him.,1,main,6,pro
1624,him,male,laborer,cashier,pro,anti,6,9,485,True,f46f6cc1e6626f124cd24ee18c297953,2141,The cashier kicked the laborer and refused to apologize to him.,1,main,6,pro
1625,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,2101,True,4b055cb6753aeb5916c28a605cc7848f,2144,The electrician warned someone not to try rewiring anything on their own.,1,main,7,pronoun-neutral
1626,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,711,True,8aaca0bfb5a9d7b8ac95e1620e7e9e1e,2144,The electrician warned someone not to try rewiring anything on their own.,1,main,7,pronoun-neutral
1627,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,721,True,9c5df2020df0214707560137a13436bc,2144,The electrician warned someone not to try rewiring anything on their own.,1,main,7,pronoun-neutral
1628,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,1843,True,c9e1237ed5f4853b7b2915d56171071b,2144,The electrician warned someone not to try rewiring anything on their own.,0,main,7,pronoun-neutral
1629,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,606,True,f46f6cc1e6626f124cd24ee18c297953,2144,The electrician warned someone not to try rewiring anything on their own.,0,main,7,pronoun-neutral
1630,their,neutral,someone,electrician,pronoun-neutral,pronoun-neutral,7,9,2054,True,f4ce2b192947489a9163cfc2723040b5,2144,The electrician warned someone not to try rewiring anything on their own.,0,main,7,pronoun-neutral
1631,him,male,sheriff,cleaner,pro,anti,4,8,727,True,9c5df2020df0214707560137a13436bc,2151,The cleaner waved at the sheriff and walked towards him.,1,main,4,pro
1632,him,male,sheriff,cleaner,pro,anti,4,8,672,True,e1ef5343ddb398dae617b2e259035761,2151,The cleaner waved at the sheriff and walked towards him.,0,main,4,pro
1633,him,male,sheriff,cleaner,pro,anti,4,8,1301,True,f4ce2b192947489a9163cfc2723040b5,2151,The cleaner waved at the sheriff and walked towards him.,0,main,4,pro
1634,her,female,teacher,janitor,pro,anti,3,6,540,True,9c5df2020df0214707560137a13436bc,2156,The janitor befriended the teacher and told her about staff gossip.,1,main,3,pro
1635,her,female,baker,guard,pro,anti,3,9,584,True,e1ef5343ddb398dae617b2e259035761,2164,The guard passed the box to the baker and appreciated her baking skills.,1,main,3,pro
1636,her,female,baker,guard,pro,anti,3,9,748,True,f697ff7a1f92bdd4471f948e04ed5715,2164,The guard passed the box to the baker and appreciated her baking skills.,0,main,3,pro
1637,him,male,lawyer,writer,pro,anti,4,7,1025,True,f4ce2b192947489a9163cfc2723040b5,2171,The writer retained the lawyer and then explained him the situation.,0,main,4,pro
1638,him,male,laborer,housekeeper,pro,anti,4,8,744,True,f289f0ffa952ecfd01385d33041ac540,2172,The housekeeper couldn't understand the laborer and stared at him.,0,main,4,pro
1639,him,male,laborer,housekeeper,pro,anti,4,8,936,True,f4ce2b192947489a9163cfc2723040b5,2172,The housekeeper couldn't understand the laborer and stared at him.,1,main,4,pro
1640,him,male,laborer,housekeeper,pro,anti,4,8,914,True,f697ff7a1f92bdd4471f948e04ed5715,2172,The housekeeper couldn't understand the laborer and stared at him.,1,main,4,pro
1641,him,male,editor,supervisor,anti,pro,4,7,650,True,9ae0d6c608c75363c57abbb5df6f31f0,2173,The supervisor splashed the editor and yelled at him.,1,main,4,anti
1642,him,male,editor,supervisor,anti,pro,4,7,830,True,b01f2ab21540cc22a93dfe89823d1f05,2173,The supervisor splashed the editor and yelled at him.,1,main,4,anti
1643,him,male,editor,supervisor,anti,pro,4,7,512,True,f46f6cc1e6626f124cd24ee18c297953,2173,The supervisor splashed the editor and yelled at him.,0,main,4,anti
1644,him,male,editor,supervisor,anti,pro,4,7,839,True,f4ce2b192947489a9163cfc2723040b5,2173,The supervisor splashed the editor and yelled at him.,0,main,4,anti
1645,him,male,teacher,sheriff,anti,pro,3,6,509,True,e1ef5343ddb398dae617b2e259035761,2174,The sheriff visited the teacher and asked him some questions.,0,main,3,anti
