,pronoun,gender,main_entity,relation_to_main,dist_to_main,time_to_answer,correct,user_ip,sentence_id,sentence,word_side
1359,himself,himself,writer,anti,1,621.0,True,89bb397c8dd69b78571f586522288335,1175,The rest of the argument was written by the writer himself.,1.0
1360,himself,himself,writer,anti,1,673.0,True,c17d279da49e709638f42e292543b334,1175,The rest of the argument was written by the writer himself.,0.0
1361,himself,himself,writer,anti,1,659.0,True,d648d0b729c06f20aaa219368992a9d1,1175,The rest of the argument was written by the writer himself.,0.0
1362,himself,himself,writer,anti,1,646.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1183,I felt like I was maturing along with the development of the writer himself.,0.0
1363,himself,himself,writer,anti,1,570.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1183,I felt like I was maturing along with the development of the writer himself.,1.0
1364,himself,himself,writer,anti,1,875.0,True,95867c05e9a72894b14350a3404bdf78,1175,The rest of the argument was written by the writer himself.,1.0
1365,himself,himself,writer,anti,1,761.0,True,9962e8a878efc4bd41a392780885f015,1183,I felt like I was maturing along with the development of the writer himself.,0.0
1366,himself,himself,writer,anti,1,913.0,True,d648d0b729c06f20aaa219368992a9d1,1183,I felt like I was maturing along with the development of the writer himself.,0.0
1367,his,his,writer,anti,7,543.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",0.0
1368,his,his,writer,anti,7,662.0,True,40068cc5014494d0975a3f5a7159a0d6,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",1.0
1369,his,his,writer,anti,7,704.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",0.0
1370,his,his,writer,anti,7,611.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",0.0
1371,his,his,writer,anti,7,589.0,True,89bb397c8dd69b78571f586522288335,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",0.0
1372,his,his,writer,anti,7,1144.0,True,d00696adf8dd1f96878d06dbb74a3b48,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",1.0
1373,his,his,writer,anti,7,843.0,True,d36520462f0b578647dee8534591e6b2,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",0.0
1374,his,his,writer,anti,7,505.0,True,ea8afb9686e38991393dbb16e6da7735,1428,"Additionally, an old magazine in the past stated that he was supposedly the contender for Cosmos' position as the show's main hero, but writer Hideyuki Kawakami deny this accusation in his blog.",1.0
1375,his,his,writer,anti,2,735.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1526,"``concluded`` Tenacious ones, however, will be rewarded with a captivating portrait of Almond the child, whose life experiences helped produce Almond the writer and his eloquent body of literature.",0.0
1376,his,his,writer,anti,2,1111.0,True,9962e8a878efc4bd41a392780885f015,1526,"``concluded`` Tenacious ones, however, will be rewarded with a captivating portrait of Almond the child, whose life experiences helped produce Almond the writer and his eloquent body of literature.",0.0
1377,his,his,writer,anti,2,804.0,True,c17d279da49e709638f42e292543b334,1526,"``concluded`` Tenacious ones, however, will be rewarded with a captivating portrait of Almond the child, whose life experiences helped produce Almond the writer and his eloquent body of literature.",1.0
1378,his,his,writer,anti,2,919.0,True,f3276b3d2021fd87259810574797f8b4,1526,"``concluded`` Tenacious ones, however, will be rewarded with a captivating portrait of Almond the child, whose life experiences helped produce Almond the writer and his eloquent body of literature.",0.0
1379,his,his,specialist,anti,10,592.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,155,"The Swiss time trial specialist powered on in the final 16 A, km to his first win.",0.0
1380,his,his,specialist,anti,10,1361.0,True,9962e8a878efc4bd41a392780885f015,155,"The Swiss time trial specialist powered on in the final 16 A, km to his first win.",0.0
1381,his,his,dancer,anti,8,704.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,174,"At the end of her piece, German dancer Dergin Tokmak, which lost the use of his legs as a child, performed an acrobatic dance with his crutches.",1.0
1382,his,his,dancer,anti,8,632.0,True,6dfde7afac417f804bbee5fe91ac27cd,174,"At the end of her piece, German dancer Dergin Tokmak, which lost the use of his legs as a child, performed an acrobatic dance with his crutches.",1.0
1383,his,his,dancer,anti,8,579.0,True,6fcb4dcbc1410bc056b5762f047c4f29,174,"At the end of her piece, German dancer Dergin Tokmak, which lost the use of his legs as a child, performed an acrobatic dance with his crutches.",0.0
1384,his,his,dancer,anti,8,666.0,True,d00696adf8dd1f96878d06dbb74a3b48,174,"At the end of her piece, German dancer Dergin Tokmak, which lost the use of his legs as a child, performed an acrobatic dance with his crutches.",0.0
1385,his,his,pathologist,anti,1,590.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,183,"This article presents early findings of a larger study of twentieth-century English homicide investigation which focuses on the interaction between two dominant forensic regimes: the first, outlined in part here, is a body-centred forensics, associated with the lone,' celebrity' pathologist, his scalpel and the mortuary slab, the second is a' forensics of things' centred on the laboratory and its associated technologies of trace analysis (hair, blood, fibres), deployed in closed technician-dominated spaces and in the regimentally managed crime scene.",0.0
1386,his,his,pathologist,anti,1,3253.0,True,d00696adf8dd1f96878d06dbb74a3b48,183,"This article presents early findings of a larger study of twentieth-century English homicide investigation which focuses on the interaction between two dominant forensic regimes: the first, outlined in part here, is a body-centred forensics, associated with the lone,' celebrity' pathologist, his scalpel and the mortuary slab, the second is a' forensics of things' centred on the laboratory and its associated technologies of trace analysis (hair, blood, fibres), deployed in closed technician-dominated spaces and in the regimentally managed crime scene.",1.0
1387,his,his,pathologist,anti,1,1525.0,True,d648d0b729c06f20aaa219368992a9d1,183,"This article presents early findings of a larger study of twentieth-century English homicide investigation which focuses on the interaction between two dominant forensic regimes: the first, outlined in part here, is a body-centred forensics, associated with the lone,' celebrity' pathologist, his scalpel and the mortuary slab, the second is a' forensics of things' centred on the laboratory and its associated technologies of trace analysis (hair, blood, fibres), deployed in closed technician-dominated spaces and in the regimentally managed crime scene.",0.0
1388,his,his,specialist,anti,2,668.0,True,6dfde7afac417f804bbee5fe91ac27cd,188,"The interpersonal and psychodynamic aspects of the referral process, that is, the reciprocal relationship between the specialist and his referral source are investigated.",0.0
1389,his,his,specialist,anti,2,616.0,True,9962e8a878efc4bd41a392780885f015,188,"The interpersonal and psychodynamic aspects of the referral process, that is, the reciprocal relationship between the specialist and his referral source are investigated.",0.0
1390,his,his,specialist,anti,2,539.0,True,f3276b3d2021fd87259810574797f8b4,188,"The interpersonal and psychodynamic aspects of the referral process, that is, the reciprocal relationship between the specialist and his referral source are investigated.",1.0
1391,he,he,nurse,anti,2,599.0,True,035bdfe202e3fd359e6a8ba379e88dd4,293,"Spike, nervously waiting, asks the nurse if he could see Sarah.",0.0
1392,he,he,nurse,anti,2,423.0,True,c17d279da49e709638f42e292543b334,293,"Spike, nervously waiting, asks the nurse if he could see Sarah.",1.0
1393,he,he,nurse,anti,2,438.0,True,d648d0b729c06f20aaa219368992a9d1,293,"Spike, nervously waiting, asks the nurse if he could see Sarah.",1.0
1394,his,his,choreographer,anti,17,600.0,True,6dfde7afac417f804bbee5fe91ac27cd,312,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator, for 1998 for his work in ``Priyamudan``.",0.0
1395,his,his,choreographer,anti,17,727.0,True,9962e8a878efc4bd41a392780885f015,312,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator, for 1998 for his work in ``Priyamudan``.",0.0
1396,his,his,choreographer,anti,17,691.0,True,d648d0b729c06f20aaa219368992a9d1,312,"Stunt choreographer Jaguar Thangam won the Tamil Nadu State Film Award for Best Stunt Coordinator, for 1998 for his work in ``Priyamudan``.",1.0
1397,himself,himself,examiner,anti,2,524.0,True,035bdfe202e3fd359e6a8ba379e88dd4,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,1.0
1398,himself,himself,examiner,anti,2,596.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,0.0
1399,himself,himself,examiner,anti,2,516.0,True,89bb397c8dd69b78571f586522288335,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,1.0
1400,himself,himself,examiner,anti,2,922.0,True,d00696adf8dd1f96878d06dbb74a3b48,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,1.0
1401,himself,himself,examiner,anti,2,144.0,True,d5ed945569c2671ea9af478c01f933ae,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,1.0
1402,himself,himself,examiner,anti,2,1007.0,True,ea8afb9686e38991393dbb16e6da7735,329,The examiner positions himself by sitting on the examination table in front of the involved knee and grasping the tibia just below the joint line of the knee.,0.0
1403,his,his,dancer,anti,2,922.0,True,6dfde7afac417f804bbee5fe91ac27cd,377,Native Dancer made his final start as a two-year-old in the East View Stakes at Jamaica on October 22 over a distance of miles.,0.0
1404,his,his,dancer,anti,2,685.0,True,c17d279da49e709638f42e292543b334,377,Native Dancer made his final start as a two-year-old in the East View Stakes at Jamaica on October 22 over a distance of miles.,1.0
1405,his,his,dancer,anti,2,987.0,True,d648d0b729c06f20aaa219368992a9d1,377,Native Dancer made his final start as a two-year-old in the East View Stakes at Jamaica on October 22 over a distance of miles.,0.0
1406,his,his,dancer,anti,2,709.0,True,f3276b3d2021fd87259810574797f8b4,377,Native Dancer made his final start as a two-year-old in the East View Stakes at Jamaica on October 22 over a distance of miles.,1.0
1407,his,his,dancer,anti,2,743.0,True,4540c7b3bd418364af0e884d9c4ecd15,483,"Watching the gay dancer and his female partner dance to the music of ``Sexy Night``, Mark hallucinates her being Maira and experiences another fit of genital pain.",0.0
1408,his,his,pathologist,anti,2,755.0,True,6fcb4dcbc1410bc056b5762f047c4f29,541,Gerhart Panning (1900-1944): a German forensic pathologist and his involvement in Nazi crimes during Second World War.,0.0
1409,his,his,pathologist,anti,2,460.0,True,d648d0b729c06f20aaa219368992a9d1,541,Gerhart Panning (1900-1944): a German forensic pathologist and his involvement in Nazi crimes during Second World War.,0.0
1410,his,his,pathologist,anti,2,687.0,True,48ae7ac422e782d05407dc797ce71979,541,Gerhart Panning (1900-1944): a German forensic pathologist and his involvement in Nazi crimes during Second World War.,0.0
1411,his,his,baker,anti,-9,616.0,True,89bb397c8dd69b78571f586522288335,752,"His friend not being ready with the change, the baker seized his cap from his head and drove off.",0.0
1412,his,his,pathologist,anti,2,715.0,True,9798f23885a95a3a4f0050fa74246a80,541,Gerhart Panning (1900-1944): a German forensic pathologist and his involvement in Nazi crimes during Second World War.,1.0
1413,his,his,baker,anti,-9,466.0,True,c17d279da49e709638f42e292543b334,752,"His friend not being ready with the change, the baker seized his cap from his head and drove off.",0.0
1414,his,his,pathologist,anti,2,697.0,True,ea6777eddd27e861b6ebc5c817f814e6,541,Gerhart Panning (1900-1944): a German forensic pathologist and his involvement in Nazi crimes during Second World War.,1.0
1415,his,his,specialist,anti,8,639.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,876,"A specialist in criminal law, he was recognized by his peers and elected a member of the Council of the Order from 1882 to 1892.",0.0
1416,his,his,baker,anti,-9,533.0,True,89bb397c8dd69b78571f586522288335,752,"His friend not being ready with the change, the baker seized his cap from his head and drove off.",0.0
1417,his,his,specialist,anti,8,984.0,True,9962e8a878efc4bd41a392780885f015,876,"A specialist in criminal law, he was recognized by his peers and elected a member of the Council of the Order from 1882 to 1892.",1.0
1418,himself,himself,accountant,anti,4,649.0,True,13448750d650cfb712f004d9bd1ebbc8,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",1.0
1419,himself,himself,accountant,anti,4,1605.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",1.0
1420,himself,himself,accountant,anti,4,540.0,True,6fcb4dcbc1410bc056b5762f047c4f29,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",0.0
1421,himself,himself,accountant,anti,4,540.0,True,89bb397c8dd69b78571f586522288335,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",0.0
1422,himself,himself,accountant,anti,4,726.0,True,c17d279da49e709638f42e292543b334,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",0.0
1423,himself,himself,accountant,anti,4,712.0,True,d00696adf8dd1f96878d06dbb74a3b48,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",1.0
1424,himself,himself,accountant,anti,4,929.0,True,5a7bf0314d9c129731caa613db8bc98d,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",0.0
1425,himself,himself,administrator,anti,8,849.0,True,9962e8a878efc4bd41a392780885f015,969,"In the 1970s, a mental institution near the Finland-Russia border was shut down when it was discovered that main administrator Doctor Andersson (who had taken to calling himself ``The Auteur``) had filmed himself torturing patients to death.",1.0
1426,himself,himself,accountant,anti,4,512.0,True,e2b31134ddce117fca635cc6d8b14b03,945,"However, when they go to treat Mr. Danielson's accountant, who had poisoned himself as a suicide attempt, Jo realizes that the doctor is a charlatan.",1.0
1427,him,him,teller,anti,2,619.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1291,"If fortune teller checks him, fortune teller dies unless witch poisons him.",1.0
1428,him,him,teller,anti,2,701.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1291,"If fortune teller checks him, fortune teller dies unless witch poisons him.",0.0
1429,him,him,teller,anti,2,705.0,True,ea6777eddd27e861b6ebc5c817f814e6,1291,"If fortune teller checks him, fortune teller dies unless witch poisons him.",0.0
1430,his,his,tailor,anti,10,630.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1334,"Nearby in the same village, a young peasant tailor (Mickey Mouse) kills seven flies at once while at his work, and accidentally interjects several other peasants' discussion of the problems with the giant to brag loudly about his accomplishment:",0.0
1431,his,his,tailor,anti,10,840.0,True,ea6777eddd27e861b6ebc5c817f814e6,1334,"Nearby in the same village, a young peasant tailor (Mickey Mouse) kills seven flies at once while at his work, and accidentally interjects several other peasants' discussion of the problems with the giant to brag loudly about his accomplishment:",1.0
1432,his,his,nurse,anti,6,569.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1426,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient.,1.0
1433,his,his,nurse,anti,6,724.0,True,89bb397c8dd69b78571f586522288335,1426,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient.,1.0
1434,his,his,nurse,anti,6,662.0,True,d00696adf8dd1f96878d06dbb74a3b48,1426,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient.,1.0
1435,his,his,nurse,anti,6,953.0,True,ea6777eddd27e861b6ebc5c817f814e6,1426,A 55-year-old male nurse was accused of having introduced his fingers by force into the anus of a 20-year-old female patient.,1.0
1436,he,he,bartender,anti,3,703.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1486,"The bartender asks if he can take a sip, after doing so, he freezes like a statue.",1.0
1437,he,he,bartender,anti,3,600.0,True,9962e8a878efc4bd41a392780885f015,1486,"The bartender asks if he can take a sip, after doing so, he freezes like a statue.",0.0
1438,he,he,bartender,anti,3,641.0,True,ea6777eddd27e861b6ebc5c817f814e6,1486,"The bartender asks if he can take a sip, after doing so, he freezes like a statue.",0.0
1439,he,he,specialist,anti,17,424.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",1.0
1440,he,he,specialist,anti,17,447.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",0.0
1441,he,he,specialist,anti,17,558.0,True,40068cc5014494d0975a3f5a7159a0d6,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",1.0
1442,he,he,specialist,anti,17,748.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",0.0
1443,he,he,specialist,anti,17,464.0,True,89bb397c8dd69b78571f586522288335,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",0.0
1444,he,he,bartender,anti,3,543.0,True,95867c05e9a72894b14350a3404bdf78,1486,"The bartender asks if he can take a sip, after doing so, he freezes like a statue.",1.0
1445,he,he,specialist,anti,17,551.0,True,d36520462f0b578647dee8534591e6b2,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",1.0
1446,he,he,specialist,anti,17,641.0,True,ea6777eddd27e861b6ebc5c817f814e6,1502,"One such specialist was Santos Costa, who became Under-Secretary of State (deputy Minister) of War in 1936, even though he still only held the junior rank of captain in the Army.",1.0
1447,his,his,pathologist,anti,8,633.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1520,The pathologist and ``short-term rector`` Albert Dietrich (1873-1961) and his ambivalent relationship with the Nazi regime: Not Nazi enough?,1.0
1448,his,his,pathologist,anti,8,521.0,True,ea6777eddd27e861b6ebc5c817f814e6,1520,The pathologist and ``short-term rector`` Albert Dietrich (1873-1961) and his ambivalent relationship with the Nazi regime: Not Nazi enough?,0.0
1449,his,his,pathologist,anti,2,714.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1525,Specialized examination should be performed in the presence of a pathologist or his co-workers.,1.0
1450,his,his,pathologist,anti,2,1057.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1525,Specialized examination should be performed in the presence of a pathologist or his co-workers.,0.0
1451,his,his,pathologist,anti,2,596.0,True,89bb397c8dd69b78571f586522288335,1525,Specialized examination should be performed in the presence of a pathologist or his co-workers.,0.0
1452,his,his,pathologist,anti,2,513.0,True,9962e8a878efc4bd41a392780885f015,1525,Specialized examination should be performed in the presence of a pathologist or his co-workers.,0.0
1453,his,his,dancer,anti,-3,534.0,True,68268f845d45a6fc9ee741e7032fec93,1689,"One day, Arthanari(Chinni Jayanth), a house husband, comes to Ashok suspecting that his neighbor, a dancer called Ramesh (Saikumar) may have murdered his wife after a loud quarrel.",1.0
1454,his,his,dancer,anti,-3,535.0,True,89bb397c8dd69b78571f586522288335,1689,"One day, Arthanari(Chinni Jayanth), a house husband, comes to Ashok suspecting that his neighbor, a dancer called Ramesh (Saikumar) may have murdered his wife after a loud quarrel.",1.0
1455,his,his,dancer,anti,-3,720.0,True,ea6777eddd27e861b6ebc5c817f814e6,1689,"One day, Arthanari(Chinni Jayanth), a house husband, comes to Ashok suspecting that his neighbor, a dancer called Ramesh (Saikumar) may have murdered his wife after a loud quarrel.",0.0
1456,his,his,nurse,anti,3,618.0,True,035bdfe202e3fd359e6a8ba379e88dd4,1694,"One senior nurse had reported his concerns directly to CQC, but his complaint was not taken up.",0.0
1457,his,his,nurse,anti,3,594.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1694,"One senior nurse had reported his concerns directly to CQC, but his complaint was not taken up.",1.0
1458,his,his,nurse,anti,3,633.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1694,"One senior nurse had reported his concerns directly to CQC, but his complaint was not taken up.",0.0
1459,his,his,server,anti,3,481.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1701,"Before vesting, the server must fold his sticharion and bring it to the priest for him to bless.",1.0
1460,his,his,server,anti,3,627.0,True,c17d279da49e709638f42e292543b334,1701,"Before vesting, the server must fold his sticharion and bring it to the priest for him to bless.",1.0
1461,his,his,server,anti,3,1128.0,True,ea6777eddd27e861b6ebc5c817f814e6,1701,"Before vesting, the server must fold his sticharion and bring it to the priest for him to bless.",0.0
1462,his,his,secretary,anti,21,532.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",1.0
1463,his,his,secretary,anti,21,609.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",0.0
1464,his,his,secretary,anti,21,768.0,True,6dfde7afac417f804bbee5fe91ac27cd,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",0.0
1465,his,his,secretary,anti,21,735.0,True,6fcb4dcbc1410bc056b5762f047c4f29,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",0.0
1466,his,his,secretary,anti,21,661.0,True,89bb397c8dd69b78571f586522288335,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",0.0
1467,his,his,secretary,anti,21,1342.0,True,d00696adf8dd1f96878d06dbb74a3b48,1718,"A former secretary of the committee of the Party of Labor in the Faculty of Medicine at the University of Tirana, he abandoned his career as a cardiologist and university professor to become the leader of the Democratic Party in the 1990s.",0.0
1468,she,she,teacher,pro,22,521.0,True,035bdfe202e3fd359e6a8ba379e88dd4,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",0.0
1469,she,she,teacher,pro,22,522.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",1.0
1470,she,she,teacher,pro,22,611.0,True,89bb397c8dd69b78571f586522288335,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",0.0
1471,she,she,teacher,pro,22,697.0,True,9962e8a878efc4bd41a392780885f015,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",1.0
1472,she,she,teacher,pro,22,512.0,True,ea6777eddd27e861b6ebc5c817f814e6,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",0.0
1473,her,her,teacher,pro,-1,352.0,True,035bdfe202e3fd359e6a8ba379e88dd4,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1474,her,her,teacher,pro,-1,791.0,True,68268f845d45a6fc9ee741e7032fec93,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1475,her,her,teacher,pro,-1,438.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1476,her,her,teacher,pro,-1,1031.0,True,6dfde7afac417f804bbee5fe91ac27cd,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1477,she,she,teacher,pro,59,756.0,True,89bb397c8dd69b78571f586522288335,3,"Another participant stated, ``Without networks of people to call upon in each sub-topic, it was difficult to identify opportunities in which students could speak to a person from another culture or region of the world.`` A charter school teacher shared that his school had lists of expert speakers (called Nespris) and a teacher from a culturally diverse school described how she had observed a teacher leveraging cultural and content expertise through her students' networks.",1.0
1478,her,her,teacher,pro,-1,751.0,True,9962e8a878efc4bd41a392780885f015,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1479,her,her,teacher,pro,-1,1392.0,True,d00696adf8dd1f96878d06dbb74a3b48,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1480,her,her,teacher,pro,-1,639.0,True,ea6777eddd27e861b6ebc5c817f814e6,346,"Her teacher, Victor Torres Lizardi, a painter from Caguas, taught her pen and ink along with watercolors.",0.0
1481,her,her,teacher,pro,2,437.0,True,035bdfe202e3fd359e6a8ba379e88dd4,398,The film follows an affair between a high school teacher and her student.,0.0
1482,her,her,teacher,pro,2,454.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,398,The film follows an affair between a high school teacher and her student.,1.0
1483,her,her,teacher,pro,2,520.0,True,89bb397c8dd69b78571f586522288335,398,The film follows an affair between a high school teacher and her student.,0.0
1484,her,her,teacher,pro,2,128.0,True,c17d279da49e709638f42e292543b334,398,The film follows an affair between a high school teacher and her student.,0.0
1485,her,her,teacher,pro,2,1453.0,True,d00696adf8dd1f96878d06dbb74a3b48,398,The film follows an affair between a high school teacher and her student.,0.0
1486,her,her,teacher,pro,2,494.0,True,d648d0b729c06f20aaa219368992a9d1,398,The film follows an affair between a high school teacher and her student.,0.0
1487,her,her,teacher,pro,2,752.0,True,ea6777eddd27e861b6ebc5c817f814e6,398,The film follows an affair between a high school teacher and her student.,0.0
1488,her,her,teacher,pro,9,459.0,True,1f7aac2f3a4d09db353aaadba0f57ee0,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1489,her,her,teacher,pro,2,841.0,True,5a7bf0314d9c129731caa613db8bc98d,398,The film follows an affair between a high school teacher and her student.,1.0
1490,her,her,teacher,pro,9,478.0,True,6b5cb0ec884eec6372eac653fc4f1d8e,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1491,her,her,teacher,pro,9,474.0,True,6dfde7afac417f804bbee5fe91ac27cd,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",1.0
1492,her,her,teacher,pro,9,728.0,True,89bb397c8dd69b78571f586522288335,540,"An excellent teacher, Dykes won a number of teaching awards during her 15 years of service at Howard University.",0.0
